"DayOfWeekStr","starttime","endtime","PermitLocation","optionaltext","ColdTruck","Applicant","Location"
"Friday","2PM","3PM","1830 HARRISON ST","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)","Y","John's Catering #5","(37.7679905171377,-122.413407603967)"
"Friday","2PM","3PM","100 POTRERO AVE","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7683111651865,-122.40787860481)"
"Friday","9AM","10AM","355 FREMONT ST","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages","Y","Mini Mobile Food Catering","(37.7873606094505,-122.392701953926)"
"Friday","10AM","3PM","90 BROADWAY","everything except for hot dogs","N","Off the Grid Services, LLC","(37.7988115687589,-122.399664721789)"
"Friday","5AM","6AM","401 HARRISON ST","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)","Y","John's Catering #5","(37.786705596962,-122.392030655401)"
"Friday","6AM","7AM","860 02ND ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.779488829411,-122.389190496856)"
"Friday","6AM","7AM","201 BERRY ST","Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls","Y","Two G's Catering","(37.7756956924416,-122.393372938554)"
"Friday","6AM","7AM","560 MISSION ST","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)","Y","John's Catering #5","(37.788837572632,-122.398844308239)"
"Friday","6PM","7PM","350 MISSION ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7908392304258,-122.396308779248)"
"Friday","6PM","8PM","20 HAIGHT ST","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks","Y","M M Catering","(37.7732001359429,-122.422286181031)"
"Friday","6AM","7AM","500 MASONIC AVE","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7767220798015,-122.446585903135)"
"Friday","11AM","12PM","500 MASONIC AVE","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7767220798015,-122.446585903135)"
"Friday","7AM","8AM","750 02ND ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.780188074444,-122.390098985325)"
"Friday","10AM","11AM","750 02ND ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.780188074444,-122.390098985325)"
"Friday","7AM","8AM","1 THOMAS MORE WAY","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7128718139384,-122.472687037509)"
"Friday","10AM","11AM","690 MISSION ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.786447007962,-122.40187181337)"
"Friday","7AM","8AM","1570 BURKE AVE","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7447250168321,-122.386402793857)"
"Friday","10AM","11AM","1570 BURKE AVE","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7447250168321,-122.386402793857)"
"Friday","7AM","8AM","2525 MARIN ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7481349335447,-122.402362570049)"
"Friday","7AM","9AM","1575 INDIANA ST","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks","Y","Mike's Catering","(37.750453803667,-122.390398059007)"
"Friday","7AM","8AM","1801 EVANS AVE","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.745078648302,-122.392261844141)"
"Friday","12PM","1PM","1370 VAN DYKE AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7267728572176,-122.388073576343)"
"Friday","8PM","9PM","661 HOWARD ST","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks","Y","M M Catering","(37.7856640823991,-122.399568868889)"
"Friday","8AM","9AM","3300 CESAR CHAVEZ ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7482822297931,-122.415908342523)"
"Friday","8AM","9AM","2270 JERROLD AVE","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7455819612317,-122.401251043957)"
"Friday","8AM","9AM","998 INDIANA ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7578416291379,-122.391250489057)"
"Friday","8AM","9AM","1400 MINNESOTA ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7522353219293,-122.38975002217)"
"Friday","11AM","12PM","1400 MINNESOTA ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7522353219293,-122.38975002217)"
"Friday","8AM","9AM","2020 EVANS AVE","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7474780240452,-122.396175096381)"
"Friday","8AM","9AM","900 MINNESOTA ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7591086681241,-122.390400000543)"
"Friday","2PM","3PM","900 MINNESOTA ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7591086681241,-122.390400000543)"
"Friday","8AM","9AM","888 MARIN ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7491830922641,-122.385380152928)"
"Friday","12PM","1PM","220 RANKIN ST","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7456251136816,-122.391799229195)"
"Friday","8AM","9AM","1515 GRIFFITH ST","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7256013829105,-122.38141316378)"
"Friday","8AM","9AM","2854 GREEN ST","Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks","Y","D & T Catering","(37.7948472365487,-122.446058770817)"
"Friday","8AM","9AM","1690 FOLSOM ST","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages","Y","Mini Mobile Food Catering","(37.7697486159216,-122.415593736173)"
"Friday","9AM","10AM","3150 03RD ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7496175291101,-122.387588501326)"
"Friday","8AM","9AM","1580 BURKE AVE","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7448503261018,-122.386622994805)"
"Friday","9AM","10AM","350 TREAT AVE","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7646370033035,-122.413445537287)"
"Friday","7AM","8AM","175 BLUXOME ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.7746102279804,-122.399580294284)"
"Friday","9AM","10AM","75 INDUSTRIAL ST","Cold Truck: Cheeseburgers, Burgers, Chicken Bake, Chili Dogs, Hot Dogs, Corn Dogs, Cup of Noodles, Egg Muffins, Tamales, Hot Sandwiches Quesadillas, Gatorade, Juice, Soda, Mikl, Coffee, Hot Cocoa, Hot Tea, Flan, Fruits, Fruit Salad, Yogurt, Candy, Chips,  Donuts, Cookies, Granola, Muffins & Various Drinks & Pre-Packaged Snacks.","Y","Bach Catering","(37.7394046148963,-122.401386698396)"
"Friday","9AM","10AM","575 HARRISON ST","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,","Y","Paradise Catering","(37.7846912153683,-122.39458113071)"
"Friday","5AM","6AM","1200 MISSISSIPPI ST","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7508581374316,-122.394102374471)"
"Friday","11AM","12PM","860 02ND ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.779488829411,-122.389190496856)"
"Friday","6AM","7AM","199 FREMONT ST","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7892862133639,-122.395117913536)"
"Friday","6PM","7PM","2700 03RD ST","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks","Y","M M Catering","(37.7553805997368,-122.388085445297)"
"Friday","6AM","9AM","2890 03RD ST","Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad","Y","F & C Catering","(37.7529521222808,-122.387906207247)"
"Friday","6PM","7PM","185 BERRY ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7760385105764,-122.392939332071)"
"Friday","6AM","7AM","300 BEALE ST","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7886109721909,-122.39272561329)"
"Friday","7AM","8AM","50 QUINT ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7463072924429,-122.388364499595)"
"Friday","7AM","8AM","50 QUINT ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7463072924429,-122.388364499595)"
"Friday","7AM","8AM","2660 NEWHALL ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.72727724475,-122.399160735119)"
"Friday","7AM","8AM","2323 CESAR CHAVEZ ST","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks","Y","Mike's Catering","(37.7494702507258,-122.399927745604)"
"Friday","12PM","1PM","690 MISSION ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.786447007962,-122.40187181337)"
"Friday","9AM","10AM","1351 UNDERWOOD AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7271017536177,-122.387234037178)"
"Friday","8AM","10AM","1100 ORTEGA ST","Cold Truck: Burrito, Corn Dog, Salads, Sandwiches, Quesadilla, Tacos, Fried Rice, Cow Mein, Chinese Rice, Noodle Plates, Soup, Bacon, Eggs, Ham, Avacado, Sausages, Beverages","Y","Eva's Catering","(37.7524774154426,-122.475310777243)"
"Friday","8AM","9AM","840 BRANNAN ST","Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls","Y","Two G's Catering","(37.7725616893359,-122.404474023931)"
"Friday","11AM","12PM","3300 CESAR CHAVEZ ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7482822297931,-122.415908342523)"
"Friday","8AM","9AM","2111 LANE ST","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies","Y","Quan Catering","(37.729095881394,-122.392369958155)"
"Friday","8AM","9AM","1000 ILLINOIS ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7592586029513,-122.387508486641)"
"Friday","8AM","9AM","950 BRYANT ST","Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls","Y","Two G's Catering","(37.772965881143,-122.406510236721)"
"Friday","8AM","9AM","617 BRYANT ST","Hot Dogs, Hamburgers, Nachos, Steaks, Pastas, Asian Dishes, Tri-Tip Sandwiches, Sodas & Water","N","Linda's Catering","(37.7792036135615,-122.398421700749)"
"Friday","8AM","9AM","208 PENNSYLVANIA AVE","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.763898172112,-122.393787763456)"
"Friday","8AM","9AM","975 INDIANA ST","Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls","Y","Two G's Catering","(37.7581452995887,-122.391140229024)"
"Friday","8AM","9AM","888 MARIN ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7491830922641,-122.385380152928)"
"Friday","8AM","9AM","220 RANKIN ST","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins","Y","Park's Catering","(37.7456251136816,-122.391799229195)"
"Friday","12PM","4PM","340 BRANNAN ST","Seafood, meats and desserts","N","Fins on the Hoof / Saveurs","(37.7811636144171,-122.39303923437)"
"Friday","8AM","9AM","1580 BURKE AVE","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7448503261018,-122.386622994805)"
"Friday","9AM","10AM","690 POTRERO AVE","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.760780278477,-122.407206690641)"
"Friday","9AM","10AM","1265 GROVE ST","Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages","Y","BH & MT LLC","(37.7759468088778,-122.437383577606)"
"Friday","9AM","10AM","722 BRANNAN ST","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies","Y","Quan Catering","(37.7744110410018,-122.401582774174)"
"Friday","9PM","10PM","1140 HARRISON ST","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks","Y","M M Catering","(37.7747758874698,-122.407328371042)"
"Friday","9AM","10AM","2920 03RD ST","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies","Y","Quan Catering","(37.7525527576463,-122.387867927348)"
"Friday","9AM","10AM","2101 03RD ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7630476291484,-122.388652881267)"
